year,author,title,average_rating,image_url,text
1999,"Erin Gruwell, Zlata Filipović, The Freedom Writers",The Freedom Writers Diary,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Freedom Writers Diary Erin Gruwell, Zlata Filipović, The Freedom Writers"
2008,Fareed Zakaria,The Post-American World,3.86,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Post-American World Fareed Zakaria
2001,Jon Ronson,Them: Adventures with Extremists,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Them: Adventures with Extremists Jon Ronson
2006,"Susanna Clarke, Charles Vess",The Ladies of Grace Adieu and Other Stories,3.85,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Ladies of Grace Adieu and Other Stories Susanna Clarke, Charles Vess"
2010,Dinah Bucholz,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook) Dinah Bucholz
2014,Bill Browder,"Red Notice: A True Story of High Finance, Murder, and One Man’s Fight for Justice",4.39,https://images.gr-assets.com/books/1422848658m/22609522.jpg,"Red Notice: A True Story of High Finance, Murder, and One Man’s Fight for Justice Bill Browder"
2003,David Bach,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich David Bach
2011,Cat Patrick,Forgotten,3.79,https://images.gr-assets.com/books/1327916264m/9415951.jpg,Forgotten Cat Patrick
2015,Jill Leovy,Ghettoside: A True Story of Murder in America,4.12,https://images.gr-assets.com/books/1417410395m/13153693.jpg,Ghettoside: A True Story of Murder in America Jill Leovy
1994,"Terry Jones, Brian Froud",Lady Cottington's Pressed Fairy Book,3.99,https://images.gr-assets.com/books/1408938052m/227570.jpg,"Lady Cottington's Pressed Fairy Book Terry Jones, Brian Froud"
2014,Chevy Stevens,That Night,3.92,https://images.gr-assets.com/books/1382569155m/18404248.jpg,That Night Chevy Stevens
2006,Paul Torday,Salmon Fishing in the Yemen,3.51,https://images.gr-assets.com/books/1347617111m/1331653.jpg,Salmon Fishing in the Yemen Paul Torday
2007,Alex  Ross,The Rest Is Noise: Listening to the Twentieth Century,4.08,https://images.gr-assets.com/books/1311973474m/392563.jpg,The Rest Is Noise: Listening to the Twentieth Century Alex  Ross
2011,Katie Klein,"Cross My Heart (Cross My Heart, #1)",3.92,https://images.gr-assets.com/books/1327886049m/10801027.jpg,"Cross My Heart (Cross My Heart, #1) Katie Klein"
2012,Trish Doller,Something like Normal,3.81,https://images.gr-assets.com/books/1336837143m/9403947.jpg,Something like Normal Trish Doller
2014,Glenn Greenwald,"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State",4.08,https://images.gr-assets.com/books/1383352779m/18213403.jpg,"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State Glenn Greenwald"
1996,Orson Scott Card,Pastwatch: The Redemption of Christopher Columbus,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Pastwatch: The Redemption of Christopher Columbus Orson Scott Card
2001,Lisa Gardner,"The Next Accident (Quincy & Rainie, #3)",4.16,https://images.gr-assets.com/books/1348816896m/32529.jpg,"The Next Accident (Quincy & Rainie, #3) Lisa Gardner"
1380,Hafez,The Divan,4.63,https://images.gr-assets.com/books/1327770153m/46292.jpg,The Divan Hafez
1978,John L. Parker Jr.,Once a Runner,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Once a Runner John L. Parker Jr.
2011,Ben Hatke,"Zita the Spacegirl (Zita the Spacegirl, #1)",4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Zita the Spacegirl (Zita the Spacegirl, #1) Ben Hatke"
1320,"Dante Alighieri, Dorothy L. Sayers, Barbara Reynolds","Paradiso (The Divine Comedy, #3)",3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Paradiso (The Divine Comedy, #3) Dante Alighieri, Dorothy L. Sayers, Barbara Reynolds"
2006,William  Boyd,Restless,3.84,https://images.gr-assets.com/books/1330951946m/72148.jpg,Restless William  Boyd
1994,Nancy Farmer,"The Ear, the Eye, and the Arm",3.85,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Ear, the Eye, and the Arm Nancy Farmer"
2011,"Amy Lichtenhan, A.L. Jackson","Take This Regret (Take This Regret, #1)",4.06,https://images.gr-assets.com/books/1347389725m/11784281.jpg,"Take This Regret (Take This Regret, #1) Amy Lichtenhan, A.L. Jackson"
1992,R.L. Stine,"Stay Out of the Basement  (Goosebumps, #2)",3.64,https://images.gr-assets.com/books/1328867797m/125542.jpg,"Stay Out of the Basement  (Goosebumps, #2) R.L. Stine"
2016,Kathryn Croft,The Girl You Lost,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Girl You Lost Kathryn Croft
2013,Belle Aurora,Willing Captive,4.11,https://images.gr-assets.com/books/1371600310m/18071296.jpg,Willing Captive Belle Aurora
1994,R.L. Stine,"One Day at Horrorland (Goosebumps, #16)",3.87,https://images.gr-assets.com/books/1328867794m/125540.jpg,"One Day at Horrorland (Goosebumps, #16) R.L. Stine"
2009,David Lebovitz,The Sweet Life in Paris: Delicious Adventures in the World's Most Glorious - and Perplexing - City,3.85,https://images.gr-assets.com/books/1320533633m/6055063.jpg,The Sweet Life in Paris: Delicious Adventures in the World's Most Glorious - and Perplexing - City David Lebovitz
2014,Julie Kagawa,"Talon (Talon, #1)",3.77,https://images.gr-assets.com/books/1397581124m/17331828.jpg,"Talon (Talon, #1) Julie Kagawa"
2014,Grace Draven,"Radiance (Wraith Kings, #1)",4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Radiance (Wraith Kings, #1) Grace Draven"
2012,Mark Haddon,The Red House,2.93,https://images.gr-assets.com/books/1333578268m/12878667.jpg,The Red House Mark Haddon
1985,"Larry Niven, Jerry Pournelle",Footfall,3.89,https://images.gr-assets.com/books/1320440216m/116356.jpg,"Footfall Larry Niven, Jerry Pournelle"
2010,Heather Brewer,"Twelfth Grade Kills (The Chronicles of Vladimir Tod, #5)",4.36,https://images.gr-assets.com/books/1268256304m/7818881.jpg,"Twelfth Grade Kills (The Chronicles of Vladimir Tod, #5) Heather Brewer"
1963,Alistair MacLean,Ice Station Zebra,3.95,https://images.gr-assets.com/books/1364039405m/149621.jpg,Ice Station Zebra Alistair MacLean
2009,Ronald C. White Jr.,A. Lincoln,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A. Lincoln Ronald C. White Jr.
1982,"William Shakespeare, Sylvan Barnet, Alvin Kernan, Russell Fraser",Four Great Tragedies: Hamlet / Othello / King Lear / Macbeth,4.41,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Four Great Tragedies: Hamlet / Othello / King Lear / Macbeth William Shakespeare, Sylvan Barnet, Alvin Kernan, Russell Fraser"
2004,Susan Elizabeth Phillips,Ain't She Sweet,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Ain't She Sweet Susan Elizabeth Phillips
2014,Jodi Ellen Malpas,"Promised (One Night, #1)",4.14,https://images.gr-assets.com/books/1398092254m/21795430.jpg,"Promised (One Night, #1) Jodi Ellen Malpas"
2010,Neal Shusterman,Bruiser,4.04,https://images.gr-assets.com/books/1318261800m/1931915.jpg,Bruiser Neal Shusterman
2003,Jon J. Muth,Stone Soup,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Stone Soup Jon J. Muth
1987,Lois McMaster Bujold,"Falling Free (Vorkosigan Saga, #4)",3.82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Falling Free (Vorkosigan Saga, #4) Lois McMaster Bujold"
2014,Gayle Forman,"If I Stay Collection (If I Stay, #1-2)",4.24,https://images.gr-assets.com/books/1441837844m/21873331.jpg,"If I Stay Collection (If I Stay, #1-2) Gayle Forman"
2006,Jeffery Deaver,"The Cold Moon (Lincoln Rhyme, #7)",4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Cold Moon (Lincoln Rhyme, #7) Jeffery Deaver"
1995,Salman Rushdie,The Moor's Last Sigh,3.92,https://images.gr-assets.com/books/1359386233m/9865.jpg,The Moor's Last Sigh Salman Rushdie
2011,Gayle Tzemach Lemmon,"The Dressmaker of Khair Khana: Five Sisters, One Remarkable Family, and the Woman Who Risked Everything to Keep Them Safe",3.69,https://images.gr-assets.com/books/1279213493m/8584913.jpg,"The Dressmaker of Khair Khana: Five Sisters, One Remarkable Family, and the Woman Who Risked Everything to Keep Them Safe Gayle Tzemach Lemmon"
1988,David Foster Wallace,Girl With Curious Hair,3.89,https://images.gr-assets.com/books/1350027419m/45760.jpg,Girl With Curious Hair David Foster Wallace
1982,Stephen King,Rita Hayworth and Shawshank Redemption: A Story from Different Seasons,4.52,https://images.gr-assets.com/books/1315100686m/39664.jpg,Rita Hayworth and Shawshank Redemption: A Story from Different Seasons Stephen King
2012,A.J. Jacobs,Drop Dead Healthy: One Man's Humble Quest for Bodily Perfection,3.75,https://images.gr-assets.com/books/1344398815m/8570787.jpg,Drop Dead Healthy: One Man's Humble Quest for Bodily Perfection A.J. Jacobs
1991,Bill Watterson,The Revenge of the Baby-Sat,4.71,https://images.gr-assets.com/books/1384734025m/121792.jpg,The Revenge of the Baby-Sat Bill Watterson
1927,Arthur Conan Doyle,The Case-Book of Sherlock Holmes,4.2,https://images.gr-assets.com/books/1316863480m/162823.jpg,The Case-Book of Sherlock Holmes Arthur Conan Doyle
2008,Tonya Hurley,"Ghostgirl (Ghostgirl, #1)",3.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Ghostgirl (Ghostgirl, #1) Tonya Hurley"
2014,"Mary Higgins Clark, Alafair Burke","I've Got You Under My Skin (Under Suspicion, #1)",3.75,https://images.gr-assets.com/books/1397768065m/18143968.jpg,"I've Got You Under My Skin (Under Suspicion, #1) Mary Higgins Clark, Alafair Burke"
2008,"Bill Willingham, Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy","Fables, Vol. 10: The Good Prince",4.37,https://images.gr-assets.com/books/1375393788m/2147714.jpg,"Fables, Vol. 10: The Good Prince Bill Willingham, Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy"
2008,Barbara Delinsky,The Secret Between Us,3.71,https://images.gr-assets.com/books/1320407845m/1268348.jpg,The Secret Between Us Barbara Delinsky
1989,"Larry Bond, Patrick Larkin",Red Phoenix (Red Phoenix #1),3.98,https://images.gr-assets.com/books/1298859399m/981161.jpg,"Red Phoenix (Red Phoenix #1) Larry Bond, Patrick Larkin"
2010,Linwood Barclay,Never Look Away,3.99,https://images.gr-assets.com/books/1320510305m/6678884.jpg,Never Look Away Linwood Barclay
2008,Dean Koontz,Your Heart Belongs to Me,3.34,https://images.gr-assets.com/books/1320422724m/2983562.jpg,Your Heart Belongs to Me Dean Koontz
1987,"Leigh Nichols, Dean Koontz",Shadow Fires,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Shadow Fires Leigh Nichols, Dean Koontz"
2008,Naomi Novik,"Victory of Eagles (Temeraire, #5)",4.01,https://images.gr-assets.com/books/1327942237m/891593.jpg,"Victory of Eagles (Temeraire, #5) Naomi Novik"
2003,Malorie Blackman,"Knife Edge (Noughts & Crosses, #2)",4.06,https://images.gr-assets.com/books/1364405912m/300044.jpg,"Knife Edge (Noughts & Crosses, #2) Malorie Blackman"
2013,"James Rollins, Rebecca Cantrell","The Blood Gospel (The Order of the Sanguines, #1)",3.97,https://images.gr-assets.com/books/1357605320m/15818164.jpg,"The Blood Gospel (The Order of the Sanguines, #1) James Rollins, Rebecca Cantrell"
2013,Tijan,"Fallen Crest Public (Fallen Crest High, #3)",4.47,https://images.gr-assets.com/books/1383257344m/18110808.jpg,"Fallen Crest Public (Fallen Crest High, #3) Tijan"
2006,Josh Kilmer-Purcell,I Am Not Myself These Days,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,I Am Not Myself These Days Josh Kilmer-Purcell
2011,Lauren Barnholdt,Sometimes It Happens,3.85,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Sometimes It Happens Lauren Barnholdt
2012,Kathy Reichs,"Bones Are Forever (Temperance Brennan, #15)",3.86,https://images.gr-assets.com/books/1333675935m/13030356.jpg,"Bones Are Forever (Temperance Brennan, #15) Kathy Reichs"
1993,Robin McKinley,Deerskin,3.88,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Deerskin Robin McKinley
1977,Michael Herr,Dispatches,4.24,https://images.gr-assets.com/books/1343099128m/4339.jpg,Dispatches Michael Herr
2009,"Henning Mankell, Laurie Thompson","The Troubled Man (Kurt Wallander, #10)",3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Troubled Man (Kurt Wallander, #10) Henning Mankell, Laurie Thompson"
1995,Lorenzo Carcaterra,Sleepers,4.18,https://images.gr-assets.com/books/1327871596m/292740.jpg,Sleepers Lorenzo Carcaterra
1936,"Walter Benjamin, Michael W. Jennings, Brigid Doherty, Edmund F.N. Jephcott, Rodney Livingstone, Howard Eiland, Thomas Y. Levin","The Work of Art in the Age of Its Technological Reproducibility, and Other Writings on Media",4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Work of Art in the Age of Its Technological Reproducibility, and Other Writings on Media Walter Benjamin, Michael W. Jennings, Brigid Doherty, Edmund F.N. Jephcott, Rodney Livingstone, Howard Eiland, Thomas Y. Levin"
1997,Mary Higgins Clark,Pretend You Don't See Her,3.86,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Pretend You Don't See Her Mary Higgins Clark
2009,"Sarah Palin, Lynn Vincent, Dewey Whetsell",Going Rogue: An American Life,3.28,https://images.gr-assets.com/books/1380033996m/6922622.jpg,"Going Rogue: An American Life Sarah Palin, Lynn Vincent, Dewey Whetsell"
1999,"Anne Byrn, Anthony Loew",The Cake Mix Doctor,3.95,https://images.gr-assets.com/books/1404582048m/402017.jpg,"The Cake Mix Doctor Anne Byrn, Anthony Loew"
2009,Rick Yancey,"The Monstrumologist (The Monstrumologist, #1)",3.89,https://images.gr-assets.com/books/1307409930m/6457229.jpg,"The Monstrumologist (The Monstrumologist, #1) Rick Yancey"
1982,Robert A. Caro,"The Path to Power (The Years of Lyndon Johnson, #1)",4.42,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Path to Power (The Years of Lyndon Johnson, #1) Robert A. Caro"
2015,Patricia Cornwell,"Depraved Heart (Kay Scarpetta, #23)",3.58,https://images.gr-assets.com/books/1439833245m/24903919.jpg,"Depraved Heart (Kay Scarpetta, #23) Patricia Cornwell"
1976,Forrest Carter,The Education of Little Tree,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Education of Little Tree Forrest Carter
2009,Gena Showalter,"Intertwined (Intertwined, #1)",3.87,https://images.gr-assets.com/books/1388656493m/6344423.jpg,"Intertwined (Intertwined, #1) Gena Showalter"
1968,Richard Brautigan,In Watermelon Sugar,4.02,https://images.gr-assets.com/books/1482476781m/46182.jpg,In Watermelon Sugar Richard Brautigan
2012,"Ali Novak, Fallzswimmer",My Life with the Walter Boys (My Life with the Walter Boys #1),3.93,https://images.gr-assets.com/books/1486398662m/13580846.jpg,"My Life with the Walter Boys (My Life with the Walter Boys #1) Ali Novak, Fallzswimmer"
1997,John Marsden,"Burning For Revenge (Tomorrow, #5)",4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Burning For Revenge (Tomorrow, #5) John Marsden"
2010,Crissy Calhoun,Love You to Death: The Unofficial Companion to the Vampire Diaries,4.38,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Love You to Death: The Unofficial Companion to the Vampire Diaries Crissy Calhoun
2013,Liane Moriarty,The Husband's Secret Free Preview,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Husband's Secret Free Preview Liane Moriarty
2011,Myra McEntire,"Hourglass (Hourglass, #1)",3.8,https://images.gr-assets.com/books/1360175970m/9182478.jpg,"Hourglass (Hourglass, #1) Myra McEntire"
1980,"Al Ries, Jack Trout",Positioning: The Battle for Your Mind: How to Be Seen and Heard in the Overcrowded Marketplace,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Positioning: The Battle for Your Mind: How to Be Seen and Heard in the Overcrowded Marketplace Al Ries, Jack Trout"
2010,Nalini Singh,Play of Passion (Psy-Changeling #9),4.28,https://images.gr-assets.com/books/1272490500m/7831145.jpg,Play of Passion (Psy-Changeling #9) Nalini Singh
2011,Laurann Dohner,"Fury (New Species, #1)",4.18,https://images.gr-assets.com/books/1311761846m/12063467.jpg,"Fury (New Species, #1) Laurann Dohner"
2002,David B.,Epileptic,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Epileptic David B.
2008,Tracy Letts,August: Osage County,4.2,https://images.gr-assets.com/books/1354209733m/2437710.jpg,August: Osage County Tracy Letts
1999,Tad Williams,"Mountain of Black Glass (Otherland, #3)",4.04,https://images.gr-assets.com/books/1309992323m/10090.jpg,"Mountain of Black Glass (Otherland, #3) Tad Williams"
2012,Susan Elia MacNeal,"Mr. Churchill's Secretary (Maggie Hope Mystery, #1)",3.66,https://images.gr-assets.com/books/1333578794m/10161216.jpg,"Mr. Churchill's Secretary (Maggie Hope Mystery, #1) Susan Elia MacNeal"
2001,"Gregory Maguire, Douglas Smith",Lost,2.8,https://images.gr-assets.com/books/1407711681m/24929.jpg,"Lost Gregory Maguire, Douglas Smith"
1995,Christopher Priest,The Prestige,3.87,https://images.gr-assets.com/books/1414195709m/239239.jpg,The Prestige Christopher Priest
